price (grands),bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age,renovated_age,sqft_living15,sqft_lot15
1185,4,2.75,3020,8622,2,0,0,3,9,3020,0,41,27,3060,14303
635.2,4,1.75,1640,4240,1,0,0,5,7,920,720,96,0,1300,4240
355,3,1.75,1870,8250,2,0,0,3,7,1870,0,61,23,1350,8714
544,3,2.5,1760,1755,3.5,0,0,3,8,1760,0,19,0,1700,1721
402,3,1.5,1320,3145,2,0,0,3,7,1320,0,19,0,1320,3002
575,4,1.5,1430,4163,1.5,0,0,3,7,1430,0,107,0,1500,4000
216,3,1.75,1580,9705,1,0,0,4,7,1580,0,40,0,1580,9942
1200,4,3.5,4170,9748,2,0,0,3,11,4170,0,13,0,4560,10589
850,4,3.25,3090,6744,2,0,4,3,9,3090,0,94,92,2020,6656
238,3,2,1020,1204,2,0,0,3,7,720,300,13,0,1360,1506
625,4,1.75,2180,4431,1.5,0,0,3,8,2020,160,105,0,1890,4400
1110,5,3.25,3350,4000,2,0,0,4,8,2510,840,20,0,1620,4000
820,3,2.5,2510,5503,2,0,2,3,9,2510,0,22,0,1790,6099
355,3,2.5,1880,5290,1,0,0,3,8,1250,630,43,0,2030,5092
495,4,1.5,1810,7998,1,0,0,3,8,1210,600,57,0,1830,7763
1300,5,2.5,4170,33310,2,0,0,4,11,4170,0,26,0,4670,37960
398.75,3,2.5,2230,4000,2,0,0,3,7,2230,0,63,0,1310,4000
835,4,2.5,3650,7784,2,0,0,3,9,3650,0,11,0,3150,6442
705,6,2.75,2830,10579,1,0,0,4,8,1430,1400,50,0,2060,10745
625,4,1.5,2120,5000,2,0,0,4,8,2120,0,117,0,1830,5000
550,4,2.5,2090,6926,2,0,0,3,8,2090,0,27,0,2000,7151
540,3,1.5,2600,5085,1,0,0,4,7,1400,1200,77,0,1320,4000
519,2,1,830,2820,1,0,0,4,7,830,0,97,0,1460,3150
311,4,2.5,1975,8734,2,0,0,3,7,1975,0,21,0,1975,8538
305,4,2.5,1900,7000,1,0,0,2,7,1420,480,49,0,1600,7600
395,4,2.75,2640,35070,1.5,0,0,3,8,2640,0,54,0,2520,34986
275,4,1.5,1610,6923,1,0,0,3,6,1010,600,48,0,1320,7684
450,3,3.25,1770,1863,2,0,0,3,8,1430,340,14,0,1410,1375
324,2,1,1070,6000,1,0,0,3,7,1070,0,62,0,1490,7622
2795,5,3.25,4590,12793,2,0,2,5,11,3590,1000,89,0,2920,8609
565,4,1,1540,2452,1.5,0,0,4,7,1540,0,111,0,1290,3360
373,4,1.75,1590,7920,2,0,0,4,7,1590,0,57,0,1720,7998
613,2,2,1170,1890,1.5,0,1,4,8,1170,0,90,0,2160,4000
614,4,2.25,2880,9996,1,0,0,4,8,1920,960,36,0,2410,10584
595,4,1.75,2510,8989,1,0,0,4,8,1680,830,53,0,2510,8931
440,2,1,1280,12086,1,0,0,3,7,850,430,34,0,1280,10452
425,3,1.5,1570,12412,1,0,3,3,8,1570,0,63,0,2130,12412
407,2,1,740,6380,1,0,0,3,6,740,0,105,0,1800,6380
472,3,1.5,1740,9038,1,0,0,4,7,1740,0,62,0,1390,9770
472,3,2.5,1180,1262,3,0,0,3,8,1180,0,7,0,1180,2632
1250,5,2.75,2960,28300,1,0,3,4,9,2160,800,58,0,2940,23250
412,3,1.75,1880,5752,1,0,0,4,7,940,940,72,0,1110,5201
717,3,1,1150,5000,1,0,0,3,8,1150,0,58,56,1160,5000
425,3,1,1320,7076,1,0,0,4,7,1320,0,58,0,1510,9000
299.999,4,2,1640,7200,1,0,0,5,6,820,820,73,0,1640,8200
254,3,2,1470,7694,1,0,0,4,7,1470,0,25,0,1580,7480
178.5,3,1,900,10511,1,0,0,4,6,900,0,56,0,1460,10643
800,3,1.75,1510,3600,1,0,0,5,8,1230,280,107,0,1300,3600
420,3,1,1440,5623,1,0,0,4,6,720,720,95,0,1280,5623
319.9,2,1,1380,9251,1,0,0,3,7,1380,0,77,0,1870,12158
350,2,1.5,1150,7552,1,0,1,3,7,1150,0,73,0,1910,8145
968,6,2.75,3610,17580,1,0,4,5,9,2070,1540,58,0,2890,14060
491,3,2,1250,1306,3,0,0,3,7,1250,0,17,0,1320,1306
948,3,2.5,3510,9824,2,0,0,3,9,3510,0,15,0,3510,10588
900,3,2.5,2260,9577,2,0,0,3,8,1700,560,92,79,1740,10240
270,3,1.75,2840,9800,1,0,0,4,7,1420,1420,40,0,1650,9590
198,3,1.5,1430,7347,1,0,0,3,7,820,610,37,0,1430,8723
250,2,1,1420,21158,1,0,0,3,7,1420,0,64,0,1220,8625
615,4,2.5,2120,3720,2,0,0,3,8,2120,0,13,0,2170,3720
550,3,2.5,2080,7749,2,0,0,3,8,2080,0,29,0,2210,7471
190,2,2.5,1370,3438,2,0,0,3,7,1370,0,30,0,1370,2308
629,4,2.25,1900,11171,1,0,0,3,8,1280,620,33,0,2330,9934
434,3,1.75,1660,8301,1,0,0,5,7,1660,0,62,0,1660,9489
415.885,3,1,1310,4163,1,0,0,4,7,1310,0,53,0,1120,4166
550,3,2.5,1840,3035,1,0,0,3,7,920,920,91,0,1780,4000
272,1,0.75,1040,6034,1,0,1,3,7,580,460,26,0,1560,5650
665,3,2.5,2610,35000,2,0,0,3,10,2610,0,29,0,3060,35427
510,3,2,1990,7405,1,0,0,5,7,1990,0,46,0,2120,6462
530,3,2,3080,17700,1,0,0,4,8,1740,1340,52,0,2100,15100
355,3,1,1200,16000,1,0,0,3,7,1200,0,47,0,1960,15500
255,4,1,1250,9102,1,0,0,3,7,1250,0,62,0,1260,9180
790,4,2.75,2640,9000,2,0,0,3,10,2640,0,27,0,2980,9137
695,5,1.75,1790,9335,2,0,0,5,8,1790,0,65,0,1840,9612
255,2,2,1140,8400,1,0,0,2,7,1140,0,63,0,1130,9375
410,3,2.25,1790,5794,1.5,0,0,3,7,1380,410,32,0,2140,7769
650,4,2.75,1910,16532,1,0,0,4,7,1420,490,77,0,2300,8250
675,4,1.75,1530,3615,1.5,0,0,4,7,1530,0,104,0,1650,4200
332.888,2,2.5,1050,1029,2,0,0,3,8,950,100,10,0,1350,3600
300,3,1.75,1730,6900,1,0,0,4,7,1130,600,41,0,1950,7200
320,4,1.5,1100,11824,1,0,0,4,7,1100,0,63,0,1380,11796
342.5,5,2.25,2100,10726,1,0,0,4,7,1050,1050,54,0,2100,10726
752.875,4,2.5,2800,72309,2,0,0,3,9,2800,0,25,0,2280,36420
1730,5,3.5,5000,26540,2,0,3,3,10,3410,1590,9,0,3360,17398
255,1,0.5,880,1642,1,0,0,3,6,500,380,107,0,1410,2992
244,3,2.5,1470,9337,2,0,0,3,7,1470,0,26,0,1360,8684
1420,5,3.25,3950,11438,2,0,2,3,10,3430,520,11,0,2070,10751
218,3,1,980,12812,1,0,0,3,7,980,0,61,0,1430,8986
359,4,1,2180,10617,1.5,0,0,3,7,2180,0,67,0,1360,9519
840,4,2.75,3040,13559,2,0,0,3,11,3040,0,14,0,3830,12202
900,5,3.75,4130,226076,2,0,0,3,9,3170,960,32,0,4130,55321
205,4,1.75,1850,65340,1.5,0,0,4,7,1850,0,45,0,1750,40946
205,3,2.5,1600,7295,2,0,0,2,7,1600,0,24,0,1410,9000
500,2,1.5,2070,5432,2,0,0,3,7,1370,700,66,0,2070,5505
510,4,2.5,3180,5405,2,0,0,3,7,3180,0,16,0,2610,5403
1135,6,4.25,6900,244716,2,0,0,4,9,4820,2080,15,0,4170,266587
1545,4,2.25,2640,3000,2,0,0,3,7,2080,560,109,0,1910,3000
210,3,1.5,1920,61014,1,0,0,3,6,1920,0,64,0,1616,61014
597.5,3,1.75,2030,32565,1,0,0,3,8,1600,430,36,0,2910,34190
400,2,1,1140,101529,1.5,0,0,3,6,1140,0,85,0,1580,101529
412,3,1,1660,6992,1,0,0,5,7,1260,400,65,0,1390,7359
299.95,2,1.5,1390,1756,3,0,0,3,7,1390,0,12,0,1340,1756
1081,4,3,2490,4325,1.5,0,0,3,8,1690,800,95,81,1960,4284
422.5,4,2.5,2550,8824,2,0,0,3,9,2550,0,27,0,2630,11237
410,3,2,1270,10227,1,0,0,4,6,1270,0,49,0,1470,9750
1400,4,3.25,2980,7000,2,0,3,3,10,2140,840,117,114,2200,4800
245,3,2,1470,8000,1,0,0,4,8,1470,0,43,0,1980,8000
720,4,3,3550,12327,1.5,0,0,4,10,2180,1370,27,0,3170,12937
315,2,1,780,7200,1,0,0,2,6,780,0,82,0,1750,7200
191.95,2,2.5,1390,1302,2,0,0,3,7,1390,0,30,0,1390,2052
455,4,2.5,2440,5001,2,0,0,3,8,2440,0,12,0,2260,5001
523,3,1.5,1260,3135,1.5,0,0,3,8,1260,0,86,0,1700,4180
250,3,2.25,1640,4420,2,0,0,4,7,1640,0,99,65,1230,6632
294,3,3,1670,4120,1.5,0,0,3,7,1140,530,88,83,1010,4120
490,3,2.25,2380,6000,1,0,0,3,8,2040,340,56,0,1680,7200
310,4,1,1030,5750,1,0,0,3,7,1030,0,46,0,1250,5750
265,3,1.5,1560,10489,1,0,0,5,7,1560,0,56,0,1400,10489
402,4,1.75,1640,10500,1,0,0,4,7,1010,630,49,0,1680,7650
705,2,2.5,2200,188200,1,0,3,3,8,2200,0,10,0,2700,84942
589.45,4,2.5,3190,7941,2,0,0,3,10,3190,0,12,0,3190,7255
219.95,3,1.5,1200,8404,1,0,0,3,7,1200,0,53,0,2120,12000
750,3,2.25,2250,5301,2,0,0,4,8,1510,740,42,0,2240,7200
478,2,1.75,1960,6000,1,0,0,4,7,980,980,113,0,1650,6000
170,3,1,1250,7015,1,0,0,3,7,1250,0,59,0,1510,11460
489.95,4,2.25,2640,31941,1,0,0,4,9,2640,0,31,0,2780,35365
1370,2,2.25,2460,16940,1.5,0,4,4,9,1930,530,81,0,2260,6851
319.95,3,2.5,1700,7000,2,0,0,3,7,1700,0,21,0,1950,7000
208.417,2,1,840,4200,1,0,0,3,5,840,0,79,0,830,5000
410,4,2,1900,5100,1,0,0,3,6,950,950,103,59,1230,5100
590,4,2.75,2160,4205,1,0,3,3,7,1080,1080,48,0,2450,6014
648,3,1.75,1610,10229,1,0,0,5,8,1610,0,56,0,2270,8800
255,3,2.5,1720,6194,2,0,0,3,8,1720,0,19,0,1720,6211
465,4,2.75,2190,3267,2,0,0,3,8,2190,0,13,0,2190,3619
622,4,1.75,3020,10714,1,0,0,5,8,1510,1510,59,0,2230,14400
306,3,1.75,1980,9800,1,0,0,3,7,1980,0,26,0,1630,7650
617,3,2.5,1880,5500,2,0,0,4,7,1880,0,70,60,1230,5500
438.75,3,1.75,1610,6480,1,0,0,4,7,1610,0,70,0,1230,8040
1280,4,3,3260,4500,2,0,0,3,9,2300,960,87,84,2410,4995
995,5,3.25,3970,8029,2,0,2,3,9,2970,1000,38,0,2520,8214
1580,4,2.5,4570,74487,2,0,4,5,12,4570,0,69,37,3810,74487
635,5,2.75,2620,5500,1.5,0,0,3,7,1710,910,106,0,1790,5500
215,3,1,1180,9000,1,0,0,4,7,1180,0,47,0,1290,8316
530,3,2.5,1365,1090,3,0,0,3,7,1315,50,14,0,1360,1124
295,2,1,720,4125,1,0,0,4,6,720,0,74,0,1000,6100
245,3,2.25,1350,6775,1,0,0,3,7,930,420,36,0,1460,7210
400,6,2.5,3060,17112,1,0,0,4,8,1530,1530,50,0,2690,16038
303,3,2.75,1850,8820,2,0,0,4,8,1850,0,24,0,1850,8651
330,3,1.75,1320,9675,1.5,0,0,4,7,1320,0,47,0,1160,9675
700,3,1.75,1990,13000,2,0,3,3,9,1990,0,37,0,2880,11340
126,1,1,610,4400,1,0,0,3,5,610,0,95,0,1090,4930
850,4,1,2500,35802,1.5,0,0,3,7,2500,0,62,0,2880,40510
405,3,2,1440,7425,1,0,0,4,7,1440,0,52,0,1800,8344
869.9,6,4.5,2750,4400,2,0,0,3,8,1770,980,30,0,1860,4400
485,3,1.75,1790,6775,1,0,2,3,8,1790,0,66,0,1310,6028
400,2,2,1050,1173,2,0,0,3,8,720,330,13,0,1340,1317
299.95,3,2.5,1780,4650,2,0,0,3,7,1780,0,6,0,3050,3848
585,4,2.5,2200,9099,2,0,0,3,8,2200,0,23,0,2270,8900
495,4,2,1720,5413,2,0,0,3,7,1470,250,79,42,1510,5413
2200,5,4.5,5840,17168,2,0,0,3,12,4570,1270,11,0,4850,15017
447,3,2.25,1520,14080,2,0,0,3,7,1520,0,33,0,1530,9758
206,3,1,1320,9239,1,0,0,4,7,1320,0,49,0,1320,8415
500,3,1,1070,4600,1,0,0,3,7,950,120,87,0,1090,4600
302.5,4,2.5,1990,5511,2,0,0,3,8,1990,0,23,0,1850,6031
1250,4,4.25,4980,13000,2,0,3,3,9,3080,1900,35,0,2840,11308
391,2,1,890,5423,1,0,0,3,6,890,0,71,0,1690,5993
250,3,2,1440,5457,2,0,0,3,7,1440,0,31,0,1480,6286
435,4,2.5,2440,5350,2,0,0,3,7,2440,0,14,0,2440,5090
160,4,2.25,1800,14722,1,0,0,3,7,1440,360,55,0,2400,10000
451,5,3,2260,6508,1,0,0,3,7,1330,930,14,0,1940,9450
206,2,1,810,7158,1,0,0,5,6,810,0,73,0,1090,7158
590,4,2.75,2240,5400,2,0,0,4,7,1540,700,77,0,1830,5000
695,3,2.5,4560,17622,2,0,0,4,9,3800,760,31,0,2360,15000
350,3,1.5,1550,40752,1,0,0,5,7,1550,0,63,0,1550,8000
1236.3,5,3.5,3180,4628,2,0,0,3,10,2420,760,16,0,2060,4640
395,6,2.25,2950,11200,1,0,0,4,7,1700,1250,47,0,1790,11200
419,5,3,2190,9652,2,0,0,3,7,2190,0,18,0,1440,6710
592.35,2,2,1570,4665,1,0,0,3,8,1570,0,11,0,2165,6262
855,5,3.25,3420,5669,2,0,0,3,9,2620,800,14,0,3310,6006
771,4,2.5,2420,7200,2,0,0,3,9,2420,0,26,0,2650,7800
325,3,2.25,1570,43350,1,0,3,4,7,1570,0,50,0,1570,220849
1850,5,3.25,3680,6060,2,0,0,5,9,2630,1050,92,0,3050,5850
545,4,1.75,1910,6731,1,0,0,4,7,1210,700,64,0,1780,6350
615,3,1.75,1780,5175,1,0,0,4,7,990,790,90,0,1780,5175
625.5,2,1,2160,7439,1,0,0,4,6,1300,860,64,0,1680,7439
232,3,1.5,1460,15000,1,0,0,3,7,1460,0,51,0,1510,15000
168,3,1.5,1370,7439,1,0,0,4,6,1370,0,54,0,2350,3370
238,3,1.5,1370,7439,1,0,0,4,6,1370,0,54,0,2350,3370
260,3,2.5,1500,7401,2,0,0,3,8,1500,0,19,0,1720,7171
460,3,1.75,1210,7500,1,0,0,3,7,1210,0,66,0,1250,6000
900,3,2.5,2850,11535,1,0,1,3,8,1680,1170,65,56,2670,9942
289.95,3,1,1090,8280,1,0,0,3,6,1090,0,70,59,1060,7609
265,3,1.75,1450,5858,1,0,0,4,7,1450,0,26,0,1520,6573
465,4,2.25,1820,20349,1,0,0,5,8,1340,480,40,0,1270,12800
370,3,1.5,1320,7201,1,0,0,3,7,1320,0,46,0,1380,7201
240,2,1.5,1670,9880,1,0,0,4,7,1670,0,76,22,1670,9807
232,4,2,1440,5911,1,0,0,5,5,1440,0,74,0,1500,11089
237.502,3,1,980,7560,1,0,0,3,7,980,0,66,0,1300,7560
1280,4,3.5,4340,5500,2,0,0,3,10,2850,1490,9,0,1290,5500
957,4,2.25,2860,11545,1,0,0,4,8,1430,1430,51,0,2190,11396
218,3,1.5,1140,4875,1,0,0,5,6,1140,0,47,0,980,5070
205,3,1.5,1120,8366,1,0,0,3,7,1120,0,49,0,1260,9000
350,3,3.25,1460,1592,2,0,0,3,8,1130,330,11,0,1560,1701
256,4,2.5,2050,5787,2,0,0,3,7,2050,0,15,0,2030,6615
275,3,1,1250,7654,1,0,0,3,7,1000,250,65,0,1310,7350
372,4,2.5,2520,9604,2,0,0,3,9,2520,0,27,0,2540,9793
688.888,3,3.25,2580,9825,1.5,0,1,4,9,1760,820,39,0,2140,10270
170,2,1,1200,24792,2,0,0,2,7,1200,0,41,0,2150,24792
530,5,2.25,2140,7910,1,0,0,3,7,1070,1070,55,0,1680,8700
905,4,3.25,3440,7661,2,0,0,3,11,3440,0,11,0,3580,6478
365,4,2.5,1800,5070,1,0,0,5,7,1080,720,38,0,1870,5365
312,4,2.5,1790,10584,1,0,0,4,7,1290,500,36,0,1730,9120
400,2,1.75,1250,7680,1,0,0,3,7,1250,0,95,46,1250,7680
278.75,2,2,800,5765,1,0,0,4,6,800,0,81,0,1160,3844
510,3,2,1410,11995,1,0,0,4,8,1410,0,52,0,2690,12650
527.7,2,2.25,1330,806,3,0,0,3,8,1330,0,8,0,1320,1389
740,4,2.75,2890,4000,1.5,0,0,4,9,2190,700,86,0,2280,4000
512,4,2.5,2550,17209,2,0,0,3,9,2550,0,21,0,2840,12560
362,5,2.5,2880,8216,2,0,0,3,8,2880,0,16,0,1960,7200
225,3,1,660,6600,1,0,0,4,5,660,0,77,0,1320,6600
491.5,3,2.25,1470,4322,2,0,0,3,7,1470,0,32,0,1610,4322
429.95,4,1.75,1700,10230,1,0,0,3,8,1320,380,58,0,2000,8006
375,3,1,1040,9800,1,0,0,4,7,1040,0,62,0,1280,8880
199.4,2,1,880,4000,1,0,0,4,6,880,0,101,0,1430,4000
364.9,4,2.5,2490,9346,2,0,2,3,9,2490,0,21,0,2650,9454
324.95,3,1.5,1210,7560,1,0,0,3,7,1210,0,76,0,980,7560
467,5,2,2080,4000,1,0,0,4,6,1040,1040,108,0,1940,6000
380,3,1,1380,5400,1,0,0,4,7,1380,0,63,0,1190,6075
250,3,2.25,1620,10850,1,0,0,3,7,1620,0,51,0,1910,10568
700,4,1,1680,4021,1.5,0,0,3,7,1680,0,96,0,1710,4021
206.99,3,1,1330,9620,1,0,0,5,6,1330,0,41,0,1300,10360
670,3,1.75,1730,3400,1,0,0,5,7,970,760,89,0,1640,5000
315,2,1,790,6969,1,0,0,3,6,790,0,62,29,1380,12196
319.95,3,2.5,2240,7500,2,0,0,3,8,2240,0,32,0,2190,7506
419,3,1.5,1500,8272,1,0,0,4,7,1500,0,59,0,1630,8270
205,3,2,1800,11419,1,0,0,3,8,1800,0,28,0,2220,11406
335,4,2.5,1980,4745,2,0,0,3,7,1980,0,13,0,1980,4878
397,3,1.75,1340,5100,1,0,0,3,7,1340,0,64,0,1550,5100
370,2,1,750,2020,1,0,0,3,7,750,0,109,87,1630,2383
330,4,2.25,1790,9920,1,0,0,4,7,1170,620,48,0,1990,9648
1785,4,3.5,5490,14300,1,0,4,3,12,2910,2580,21,0,4290,13822
399,3,2,1940,16300,1,0,0,3,7,1140,800,39,0,1940,11250
400,4,1.75,2670,189486,2,0,4,3,8,2670,0,45,0,2190,218610
249.9,3,2,1220,6404,1,0,0,3,7,1220,0,23,0,1570,7000
717,3,1.5,1310,3880,1,0,0,3,7,1090,220,61,0,1570,3880
319,4,2.5,1930,8336,2,0,0,3,8,1930,0,22,0,2280,7959
635,4,3,2100,3800,2,0,0,3,8,2100,0,45,0,1320,3800
355,3,1,1180,7573,1,0,0,4,7,1180,0,40,0,1320,7573
1600,5,3.25,4320,32840,2,0,0,3,12,4320,0,27,0,4410,33210
585,4,1.75,3140,12519,1,0,0,3,7,2320,820,66,32,2240,7308
320,3,2,2320,7800,1,0,0,4,7,1160,1160,57,0,1380,7800
305.495,3,1.75,2110,10200,2,0,0,4,7,2110,0,51,0,1800,10200
240,4,2,1790,14690,1,0,1,4,7,1670,120,57,0,2440,10664
199.95,5,2.5,1740,8750,1,0,0,4,7,1740,0,58,0,1740,8750
1620,4,3.25,3820,8114,2,0,0,3,10,3820,0,12,0,2440,9195
770,3,3.5,2050,21744,2,1,4,4,9,1750,300,87,0,2300,12200
255,4,2.25,1680,3179,2,0,0,3,8,1680,0,15,0,1678,3590
289,4,2.25,1930,8925,1,0,0,4,8,1930,0,43,0,1930,8400
494.5,4,3,3760,8804,2,0,0,3,8,2470,1290,15,0,1960,7225
746,3,2.25,2370,9619,1,0,0,4,8,1650,720,44,0,1960,9712
385,4,3,2120,13000,2,0,0,4,8,2120,0,39,0,2180,11440
688.1,4,2.5,2370,10513,2,0,0,4,8,2370,0,30,0,2110,9540
870.3,4,2.5,2350,3150,1.5,0,0,4,8,1690,660,107,0,1750,3150
310,3,1,1180,8474,1.5,0,0,3,7,1180,0,61,0,1180,7200
500,3,2.5,2270,5654,2,0,0,3,8,2270,0,18,0,1770,7840
255,3,2.25,1830,7770,1,0,0,4,7,1400,430,40,0,1960,7272
1475,3,2.75,3910,7080,1,0,0,5,9,1970,1940,68,0,3480,7370
154.5,3,1,890,9465,1,0,0,3,6,890,0,60,0,1590,9147
425,3,2.25,1820,8058,1,0,0,3,7,1260,560,43,0,1850,7384
700,4,2.5,2440,7491,2,0,0,4,10,2440,0,29,0,2490,8580
410.5,2,1,1110,3943,1,0,0,5,6,740,370,101,0,1590,4311
432,3,2,1870,7080,1,0,0,4,7,1210,660,48,0,1620,8000
530,3,1.5,1240,4080,1.5,0,0,3,8,1240,0,103,0,1420,4080
465,3,2,1560,8640,1,0,0,5,7,1560,0,50,0,1970,8625
498.688,3,2.5,1910,5600,2,0,0,3,8,1910,0,28,0,1800,4928
573.5,3,1,2200,21450,1,0,0,4,9,1600,600,65,0,1880,11250
349.9,4,2.75,2530,13474,2,0,0,4,8,2530,0,23,0,2490,13140
220,3,1,1130,12519,1,0,0,3,7,1130,0,59,0,1460,12507
260,2,1,820,6771,1,0,0,4,6,820,0,99,0,1000,4440
290,2,1,960,4000,1,0,0,3,6,960,0,99,0,1210,4000
615,4,1.5,1980,3240,1.5,0,0,4,8,1780,200,87,0,2250,4000
730,4,3.5,3370,5638,2,0,0,3,10,2250,1120,16,0,3080,7200
1950,4,3.25,7420,167869,2,0,3,3,12,7420,0,15,0,5610,169549
332.5,3,2.25,1800,10500,2,0,0,3,7,1800,0,22,0,1870,8555
650,5,3.5,3990,10120,2,0,0,3,9,2820,1170,27,0,2750,9622
1400,4,2.5,4070,7800,3,0,0,4,8,3390,680,15,0,2020,6760
465,4,1.75,1640,7194,1.5,0,0,4,7,1480,160,102,0,1440,9405
690,4,3.25,3730,11820,2,0,0,3,10,2460,1270,27,0,3680,10667
289.9,3,1.75,1220,7004,1,0,0,5,7,1220,0,51,0,1640,7210
1620,3,3.5,3490,4000,2,0,0,3,9,2570,920,8,0,1880,4000
339.95,3,2.5,1730,4286,2,0,0,3,7,1730,0,18,0,1780,4343
367.999,4,2.75,3430,8000,1.5,0,0,4,8,3430,0,45,0,2090,8000
380,4,2.5,2320,10079,2,0,0,3,7,2320,0,23,0,2010,7438
440,3,1.75,2030,17100,1,0,0,4,7,2030,0,64,0,1950,14400
975,5,4,4850,36450,2,0,0,3,10,4850,0,40,0,3850,35325
309.5,3,1.5,1340,13560,1,0,0,3,7,1340,0,49,0,1540,15000
350,3,1,1130,8201,1,0,0,5,6,1130,0,69,0,1180,8203
215,2,2,1180,2521,2,0,0,3,6,1180,0,12,0,1310,3003
254,2,1,910,6000,1,0,0,3,6,910,0,74,0,1460,5800
567,3,1.75,1630,4275,1.5,0,3,3,7,1630,0,109,0,1800,4275
402,2,1,710,1173,2,0,0,4,7,710,0,74,0,1370,1173
365,4,1,1520,80150,1,0,0,2,5,1520,0,69,0,1740,84506
625,4,2.5,2820,8408,2,0,0,3,9,2820,0,3,0,1300,8408
432,4,1.75,1970,5160,1.5,0,0,3,7,1970,0,75,0,1230,4920
335.5,5,3,2240,19090,1,0,0,4,8,1700,540,49,0,2280,20000
672.5,2,1.75,1860,5940,1,0,2,5,8,1020,840,61,0,2130,5940
336,4,1,1780,4310,1.5,0,0,5,6,1780,0,98,0,1460,4310
294.4,4,2.5,1788,10183,2,0,0,4,7,1788,0,27,0,1700,6600
541.9,3,2.5,1880,3054,2,0,0,3,8,1880,0,29,0,1840,3815
505,3,1.75,2300,11400,1,0,0,4,8,1520,780,40,0,2300,10140
255,3,2.5,1610,6176,2,0,0,3,7,1610,0,23,0,1680,7414
435,6,2.5,2270,11970,1,0,0,3,7,1470,800,53,0,2270,10640
636,2,1.75,1230,3600,1.5,0,0,5,7,1230,0,92,0,1210,4500
655,4,3.5,3420,33106,2,0,0,3,9,3420,0,13,0,3420,36590
280.5,3,1.5,1670,6988,1,0,0,3,7,1370,300,64,0,1090,7753
520,2,1,1120,6141,1,0,0,3,7,900,220,71,0,1500,7529
354,4,2.5,2580,5476,2,0,0,3,8,2580,0,12,0,2900,5476
810,5,2.75,3847,17654,1,0,2,5,9,2299,1548,42,0,2690,15344
400,4,2.5,3630,42884,1.5,0,0,3,9,2300,1330,38,0,2830,80148
879.9,4,2.75,3580,12000,1,0,0,3,10,1840,1740,38,0,2910,12428
1288,5,4,4050,11358,2,0,0,4,10,2780,1270,37,0,3120,13555
902.5,3,3.5,3240,23522,2,0,0,3,10,2130,1110,25,0,3180,23273
900,3,1.75,1540,8400,1.5,0,0,3,7,1540,0,115,0,1330,4800
419.5,4,2.5,2550,7200,2,0,2,3,7,2550,0,14,0,2560,5715
685,4,2,2340,6000,1,0,0,5,8,1270,1070,64,0,1600,6000
429.95,4,2.5,2320,4524,2,0,0,3,8,2320,0,13,0,2330,4524
464.95,4,2.5,1640,6000,2,0,0,3,7,1640,0,6,0,1640,4800
239.9,2,1,910,9000,1,0,0,4,6,910,0,34,0,1410,9440
406.25,4,3.25,2550,11524,2,0,0,3,8,2550,0,27,0,2370,14001
447,4,2.5,2660,8027,2,0,0,3,8,2660,0,20,0,2480,8095
466.8,3,2.5,1480,14250,2,0,0,3,7,1480,0,21,0,1660,14250
674,4,2.5,2810,11560,1,0,0,5,7,1740,1070,55,0,1970,11560
525,1,1,830,3200,1,0,0,3,7,830,0,93,0,1350,2512
674.95,3,2.75,3510,92347,2,0,0,3,10,3510,0,27,0,2970,37070
374.9,3,2.5,2480,4950,2,0,0,3,7,2480,0,13,0,2230,5298
1443.92,4,3,3720,5000,2.5,0,0,5,9,2720,1000,112,0,2610,5000
559.5,3,2.25,2150,9250,2,0,0,3,8,2150,0,33,0,2240,9266
522.5,3,2.5,2370,7875,2,0,0,3,9,2370,0,14,0,2660,7752
1130,5,2.5,4310,28008,2,0,0,3,10,4310,0,29,0,3170,28559
498.5,5,2.75,2990,7420,2,0,0,3,8,2990,0,21,0,2290,7678
571,4,1,1350,4000,1.5,0,0,3,8,1350,0,87,0,1520,4000
543,2,2,2370,217800,1.5,0,0,3,7,1600,770,25,0,2370,157687
271.92,3,2,1410,10248,1,0,0,3,7,1410,0,32,0,2090,9414
104.95,2,1,1170,8254,1,0,0,2,6,1170,0,68,0,1820,8922
485.5,4,2.5,1800,4500,2,0,0,3,8,1800,0,18,0,1800,4500
1210,4,2.75,3650,6982,2,0,2,4,9,2530,1120,66,52,3140,7894
260.25,3,1.75,1490,8357,1,0,0,4,7,1490,0,24,0,1490,7376
875.909,4,2.5,3610,13292,2,0,0,3,10,3610,0,21,0,3000,10776
455,4,1.75,2050,94525,1,0,0,4,7,1250,800,58,0,2270,47480
309,3,1,1092,7500,1.5,0,0,3,6,1092,0,99,0,930,4000
229,4,2.25,2010,7688,1,0,0,3,8,1170,840,38,0,1990,7688
250,3,2,1680,7900,2,0,0,4,7,1680,0,64,0,1250,15600
600,4,2,2510,38141,1,0,0,3,9,2510,0,57,0,3180,11760
535,4,2.5,2280,65836,2,0,0,3,8,2280,0,13,0,2300,97574
571,3,2.5,2510,5186,2,0,0,3,7,2510,0,16,0,2530,5186
1030,5,2.75,3190,16920,1,0,3,3,9,1690,1500,41,0,3100,13100
600,4,3.25,4690,14930,2,0,2,3,10,3680,1010,22,0,2910,13320
469.5,3,2.25,1850,12000,1,0,0,4,7,1300,550,40,0,1580,12616
